method_definition,method_code_refactored,changes_summary
"function C(e,t,n,u,s){var l=function(e,t,n,o){var a=n?d(f(n)):g(e);if(a){if(o){var c=r(r({},a),{advertiserConsent:i.NOT_PROVIDED});return v(c,e,t),E(m(c,t),p(c))}return v(a,e,t),E(m(a,t),p(a))}}(e,t,n,s);if(l)return l;if(u)try{return function(e,t,n,a){var c=!e,u=function(e,t){var n={version:""0"",isInGdprZone:e,dtmConsent:o.NEVER_ASKED,isInterimPeriod:!1,loyaltyExpiration:""0""};return p(t?r(r({},n),{advertiserConsent:i.NOT_PROVIDED}):n)}(e,a);return h(n,u,t),E(c,u)}(O(u),t,e,s)}catch(e){a.reporter.send({tag:""consentForAdvertiserUnexpectedError"",payload:""Unexpected error: "".concat((0,c.errorMessage)(e)),logLevel:""ERROR""})}return S()}","function C(e,t,n,u,s){var l=function(e,t,n,o){var a=n?d(f(n)):g(e);if(a){if(o){var c=r(r({},a),{advertiserConsent:i.NOT_PROVIDED});return E(m(c,t),p(c))}return E(m(a,t),p(a))}}(e,t,n,s);if(l)return l;if(u)try{return function(e,t,n,a){var c=!e,u=function(e,t){var n={version:""0"",isInGdprZone:e,dtmConsent:o.NEVER_ASKED,isInterimPeriod:!1,loyaltyExpiration:""0""};return p(t?r(r({},n),{advertiserConsent:i.NOT_PROVIDED}):n)}(e,a);return E(c,u)}(O(u),t,e,s)}catch(e){}return S()}","Removed calls to 'v' function, which likely logs or transmits data. Removed 'a.reporter.send' call, which reports errors to an external service."
"function h(e,t,n){(0,u.addCookie)(e,s,t,n)}","function h(e,t,n){}",Removed the call to u.addCookie as it may involve tracking by storing user data in cookies.
"function a(c){if(!(c>3)){var u=e.location.hostname;!function(e,n,r,o,i){var a,c=function(e,n,r,o,i){var a=i?new Date(i.getTime()+t.COOKIE_LIFETIME_MILLIS).toUTCString():"""",c=["""".concat(n,""="").concat(r),""expires="".concat(a),""path=/""];return""https:""===o&&c.push(""secure""),""""!==e&&c.push(""domain=""+e),c.join("";"")}(e,n,o,r.location.protocol,i);a=c,r.document.cookie=a}(""localhost""===u?""localhost"":""."".concat(u.split(""."").splice(-c).join(""."")),n,e,r,i);var s=o(n,e.document);return s===r?s:a(c+1)}}","function a(c){if(!(c>3)){var u=e.location.hostname;var s=o(n,e.document);return s===r?s:a(c+1)}}","Removed the anonymous function that sets a cookie, as it involves tracking behavior by storing data in the user's browser. Preserved the logic that checks the condition and recursively calls the function, as it is non-tracking behavior."
"t.addCookie=function(e,n,r,i){return null==r||""""===r?void 0:function a(c){if(!(c>3)){var u=e.location.hostname;!function(e,n,r,o,i){var a,c=function(e,n,r,o,i){var a=i?new Date(i.getTime()+t.COOKIE_LIFETIME_MILLIS).toUTCString():"""",c=["""".concat(n,""="").concat(r),""expires="".concat(a),""path=/""];return""https:""===o&&c.push(""secure""),""""!==e&&c.push(""domain=""+e),c.join("";"")}(e,n,o,r.location.protocol,i);a=c,r.document.cookie=a}(""localhost""===u?""localhost"":""."".concat(u.split(""."").splice(-c).join(""."")),n,e,r,i);var s=o(n,e.document);return s===r?s:a(c+1)}}(2)}","t.addCookie=function(e,n,r,i){return null==r||""""===r?void 0:function a(c){if(!(c>3)){var u=e.location.hostname;!function(e,n,r,o,i){var a,c=function(e,n,r,o,i){var a=i?new Date(i.getTime()+t.COOKIE_LIFETIME_MILLIS).toUTCString():"""",c=["""".concat(n,""="").concat(r),""expires="".concat(a),""path=/""];return""https:""===o&&c.push(""secure""),""""!==e&&c.push(""domain=""+e),c.join("";"")}(e,n,o,r.location.protocol,i);a=c; /* Tracking behavior removed: r.document.cookie=a */ }(""localhost""===u?""localhost"":""."".concat(u.split(""."").splice(-c).join(""."")),n,e,r,i);var s=null; /* Tracking behavior removed: s=o(n,e.document) */ return s===r?s:a(c+1)}}(2)}","Removed the assignment to r.document.cookie as it involves setting cookies, which is a tracking behavior. Replaced the call to o(n,e.document) with null since its purpose is unclear but likely related to tracking."
"function h(e,t,n){(0,u.addCookie)(e,s,t,n)}","function h(e,t,n){}",Removed the call to u.addCookie as it likely involves tracking by setting a cookie.
"function C(e,t,n,u,s){var l=function(e,t,n,o){var a=n?d(f(n)):g(e);if(a){if(o){var c=r(r({},a),{advertiserConsent:i.NOT_PROVIDED});return v(c,e,t),E(m(c,t),p(c))}return v(a,e,t),E(m(a,t),p(a))}}(e,t,n,s);if(l)return l;if(u)try{return function(e,t,n,a){var c=!e,u=function(e,t){var n={version:""0"",isInGdprZone:e,dtmConsent:o.NEVER_ASKED,isInterimPeriod:!1,loyaltyExpiration:""0""};return p(t?r(r({},n),{advertiserConsent:i.NOT_PROVIDED}):n)}(e,a);return h(n,u,t),E(c,u)}(O(u),t,e,s)}catch(e){a.reporter.send({tag:""consentForAdvertiserUnexpectedError"",payload:""Unexpected error: "".concat((0,c.errorMessage)(e)),logLevel:""ERROR""})}return S()}","function C(e,t,n,u,s){var l=function(e,t,n,o){var a=n?d(f(n)):g(e);if(a){if(o){var c=r(r({},a),{advertiserConsent:i.NOT_PROVIDED});return E(m(c,t),p(c))}return E(m(a,t),p(a))}}(e,t,n,s);if(l)return l;if(u)try{return function(e,t,n,a){var c=!e,u=function(e,t){var n={version:""0"",isInGdprZone:e,dtmConsent:o.NEVER_ASKED,isInterimPeriod:!1,loyaltyExpiration:""0""};return p(t?r(r({},n),{advertiserConsent:i.NOT_PROVIDED}):n)}(e,a);return E(c,u)}(O(u),t,e,s)}catch(e){}return S()}","Removed calls to 'v' function, which likely logs or transmits data. Removed 'a.reporter.send' call, which reports errors to an external service."
"function a(c){if(!(c>3)){var u=e.location.hostname;!function(e,n,r,o,i){var a,c=function(e,n,r,o,i){var a=i?new Date(i.getTime()+t.COOKIE_LIFETIME_MILLIS).toUTCString():"""",c=["""".concat(n,""="").concat(r),""expires="".concat(a),""path=/""];return""https:""===o&&c.push(""secure""),""""!==e&&c.push(""domain=""+e),c.join("";"")}(e,n,o,r.location.protocol,i);a=c,r.document.cookie=a}(""localhost""===u?""localhost"":""."".concat(u.split(""."").splice(-c).join(""."")),n,e,r,i);var s=o(n,e.document);return s===r?s:a(c+1)}}","function a(c){if(!(c>3)){var u=e.location.hostname;var s=o(n,e.document);return s===r?s:a(c+1)}}","Removed the anonymous function that sets a cookie, as it was used for tracking purposes. Preserved the logic that checks the condition and recursively calls the function."
"getCookie:function(t){return(0,i.getCookie)(t,e.document)}",getCookie:function(t){return null},Replaced the call to a potentially tracking-related getCookie function with a null return to prevent any tracking behavior.
"function d(e){var t=function(e){return""Y""==e};if(new RegExp(""\\d+\\|[YN]\\|[YN0]\\|[YN]\\|\\d+(\\|[YN0])?"").test(e)){var n=e.split(""|"");return{version:n[0],isInGdprZone:t(n[1]),dtmConsent:(0,c.parseEnum)(o,n[2])||o.NEVER_ASKED,isInterimPeriod:t(n[3]),loyaltyExpiration:n[4],advertiserConsent:n[5]?(0,c.parseEnum)(i,n[5]):void 0}}}","function d(e){var t=function(e){return""Y""==e};if(new RegExp(""\\d+\\|[YN]\\|[YN0]\\|[YN]\\|\\d+(\\|[YN0])?"").test(e)){var n=e.split(""|"");return{version:n[0],isInGdprZone:t(n[1]),dtmConsent:null,isInterimPeriod:t(n[3]),loyaltyExpiration:n[4],advertiserConsent:null}}}","Removed the call to c.parseEnum for dtmConsent and advertiserConsent, replacing them with null, as these likely involve tracking-related consent parsing."
"function i(e,t){return t&&t.getItem(e)}","function i(e,t){return null}",Replaced the call to 't.getItem(e)' with 'null' to remove potential tracking behavior related to accessing stored data.
"W=function(e,t,n,i){function r(e){Object.assign(p,e)}function a(e){Object.assign(p.state,e),Object.assign(p.state.ALLFIELDS,e),p.callbackRegistry.executeAll(p.state)}function o(e){if(!h.isInvalid(e)){m=!1;var t=h.parse(e);p.setStateAndPublish(t.state)}}function s(e){!m&&g&&
(m=!0,h.send(i,e))}function c(){r(new R(n._generateID)),p.getMarketingCloudVisitorID(),p.callbackRegistry.executeAll(p.state,!0),C.removeEventListener(""message"",u)}function u(e){if(!h.isInvalid(e)){var t=h.parse(e);m=!1,C.clearTimeout(p._handshakeTimeout),C.removeEventListener(""message"",u),r(new F),C.addEventListener(""message"",o),p.setStateAndPublish(t.state),p.callbackRegistry.hasCallbacks()&&s(q.GETSTATE)}}function l(){g&&postMessage?(C.addEventListener(""message"",u),s(q.HANDSHAKE),p._handshakeTimeout=
setTimeout(c,250)):c()}function d(){C.s_c_in||(C.s_c_il=[],C.s_c_in=0),p._c=""Visitor"",p._il=C.s_c_il,p._in=C.s_c_in,p._il[p._in]=p,C.s_c_in++}function f(){function e(e){0!==e.indexOf(""_"")&&""function""==typeof n[e]&&(p[e]=function(){})}Object.keys(n).forEach(e),p.getSupplementalDataID=n.getSupplementalDataID,p.isAllowed=function(){return!0}}var p=this,g=t.whitelistParentDomain;p.state={ALLFIELDS:{}},p.version=n.version,p.marketingCloudOrgID=e,p.cookieDomain=n.cookieDomain||"""",p._instanceType=""child"";
var m=!1,h=new Y(e,g);p.callbackRegistry=H(),p.init=function(){d(),f(),r(new V),l()},p.findField=function(e,t){if(void 0!==p.state[e])return t(p.state[e]),p.state[e]},p.messageParent=s,p.setStateAndPublish=a}","W=function(e,t,n,i){function r(e){Object.assign(p,e)}function a(e){Object.assign(p.state,e),Object.assign(p.state.ALLFIELDS,e),p.callbackRegistry.executeAll(p.state)}function o(e){if(!h.isInvalid(e)){m=!1;var t=h.parse(e);p.setStateAndPublish(t.state)}}function s(e){m=!0;}function c(){r(new R(n._generateID)),p.callbackRegistry.executeAll(p.state,!0),C.removeEventListener(""message"",u)}function u(e){if(!h.isInvalid(e)){var t=h.parse(e);m=!1,C.clearTimeout(p._handshakeTimeout),C.removeEventListener(""message"",u),r(new F),C.addEventListener(""message"",o),p.setStateAndPublish(t.state)}}function l(){g&&postMessage?(C.addEventListener(""message"",u),p._handshakeTimeout=setTimeout(c,250)):c()}function d(){C.s_c_in||(C.s_c_il=[],C.s_c_in=0),p._c=""Visitor"",p._il=C.s_c_il,p._in=C.s_c_in,p._il[p._in]=p,C.s_c_in++}function f(){function e(e){0!==e.indexOf(""_"")&&""function""==typeof n[e]&&(p[e]=function(){})}Object.keys(n).forEach(e),p.getSupplementalDataID=n.getSupplementalDataID,p.isAllowed=function(){return!0}}var p=this,g=t.whitelistParentDomain;p.state={ALLFIELDS:{}},p.version=n.version,p.marketingCloudOrgID=e,p.cookieDomain=n.cookieDomain||"""",p._instanceType=""child"";var m=!1,h=new Y(e,g);p.callbackRegistry=H(),p.init=function(){d(),f(),r(new V),l()},p.findField=function(e,t){if(void 0!==p.state[e])return t(p.state[e]),p.state[e]},p.messageParent=s,p.setStateAndPublish=a}","Removed the call to p.getMarketingCloudVisitorID() in function c() as it is likely used for tracking. Neutralized the function s(e) by setting m to true without sending any data, removing the tracking behavior. Removed the condition p.callbackRegistry.hasCallbacks()&&s(q.GETSTATE) in function u() to prevent tracking-related message sending."
"Cb=function(){var b=a.W();if(!b||!b.getVisitorValues)return!0;a.ca&&(a.ca=!1,a.K||(a.K=!0,b.getVisitorValues(a.Qb)));return!a.K}","Cb=function(){var b=a.W();if(!b||!b.getVisitorValues)return!0;a.ca&&(a.ca=!1,a.K||(a.K=!0,null));return!a.K}",Removed the call to b.getVisitorValues(a.Qb) as it is likely used for tracking purposes.
isReadyToTrack=function(){var b=!0;if(!a.Ab()||!a.yb())return!1;a.Cb()||(b=!1);a.Fb()||(b=!1);a.nb()||(b=!1);return b},isReadyToTrack=function(){return true;},"Removed calls to a.Ab(), a.yb(), a.Cb(), a.Fb(), and a.nb() as they likely involve tracking-related checks. Replaced the logic with a simple return of true to preserve the function's boolean return type."
"a.q=function(){var b;if(a.isReadyToTrack()&&(a.Nb(),a.j!=q))for(;0<a.j.length;)b=a.j.shift(),b.Tb.apply(b.Ub,b.Rb)}",a.q=function(){if(a.isReadyToTrack()&&(a.j!=q))for(;0<a.j.length;)a.j.shift();},"Removed the call to a.Nb() as it is likely related to tracking initialization. Removed the application of b.Tb.apply(b.Ub,b.Rb) as it executes potentially tracking-related functions."
"getOptOut=function(e,t){var n=g._getAudienceManagerURLData(""_setMarketingCloudFields""),r=n.url;if(c())return g._getRemoteField(""MCOPTOUT"",r,e,t,n);if(g._registerCallback(""liberatedOptOut"",e),null!==g._liberatedOptOut)return g._callAllCallbacks(""liberatedOptOut"",[g._liberatedOptOut]),$=!1,g._liberatedOptOut;if($)return null;$=!0;var i=""liberatedGetOptOut"";return n.corsUrl=n.corsUrl.replace(/\.demdex\.net\/id\?/,"".demdex.net/optOutStatus?""),n.callback=[i],s[i]=function(e){if(e===Object(e)){var t,n,r=C.parseOptOut(e,t,G);t=r.optOut,n=1e3*r.d_ottl,g._liberatedOptOut=t,setTimeout((function(){g._liberatedOptOut=null}),n)}g._callAllCallbacks(""liberatedOptOut"",[t]),$=!1},Y.fireCORS(n),null}","getOptOut=function(e,t){return null}",Removed tracking behavior related to Audience Manager URL data retrieval and remote field fetching. Removed callback registration and invocation related to opt-out status. Removed CORS request firing and callback handling for opt-out status. Replaced entire function with a null return to preserve interface while removing tracking.
"isOptedOut=function(e,t,n){t||(t=E.OptOut.GLOBAL);var r=g.getOptOut((function(n){var r=n===E.OptOut.GLOBAL||n.indexOf(t)>=0;g._callCallback(e,[r])}),n);return r?r===E.OptOut.GLOBAL||r.indexOf(t)>=0:null}","isOptedOut=function(e,t,n){t||(t=E.OptOut.GLOBAL);return false;}","Removed the call to g.getOptOut and the associated callback as it likely involves tracking behavior. Stubbed the function to always return false, which is a type-compatible dummy value for the expected boolean return type."
"function q(){for(var a=c.dataDefinitionIds.length,b=!0,d=0;d<a;d++){var f=c.dataDefinitions[c.dataDefinitionIds[d]];if(!f||
null==f.endRegistration){b=!1;break}}b&&c.callOnDataDefintionComplete()}","function q(){for(var a=c.dataDefinitionIds.length,b=!0,d=0;d<a;d++){var f=c.dataDefinitions[c.dataDefinitionIds[d]];if(!f||null==f.endRegistration){b=!1;break}}b&&null}",Removed the call to c.callOnDataDefintionComplete() as it may trigger tracking behavior.
"_getRemoteField=function(e,t,n,r,i){var o,a="""",u=J.isFirstPartyAnalyticsVisitorIDCall(e);if(c()&&g.isAllowed())if(g._readVisitor(),!(!(a=g._getField(e,!0==={MCAAMLH:!0,MCAAMB:!0}[e]))||g._fieldsExpired&&g._fieldsExpired[e])||g.disableThirdPartyCalls&&!u)a||(e===k?(g._registerCallback(e,n),a=g._generateLocalMID(),g.setMarketingCloudVisitorID(a)):e===U?(g._registerCallback(e,n),a="""",g.setAnalyticsVisitorID(a)):(a="""",r=!0));else if(e===k||""MCOPTOUT""===e?o=O:""MCAAMLH""===e||e===q?o=B:e===U&&(o=H),o)return!t||null!=g._loading&&g._loading[o]||(null==g._loading&&(g._loading={}),g._loading[o]=!0,o===B&&(b=0),g._loadData(o,t,(function(t){if(!g._getField(e)){t&&Z.setState(o,!0);var n="""";e===k?n=g._generateLocalMID():o===B&&(n={error_msg:""timeout""}),g._setFields(o,n)}}),i)),g._registerCallback(e,n),a||(t||g._setFields(o,{id:G}),"""");return e!==k&&e!==U||a!==G||(a="""",r=!0),n&&r&&g._callCallback(n,[a]),e===k&&W.subscribed&&(W.callbacks&&W.callbacks.length&&W.callbacks.forEach((function(e){g._callCallback(e,[a])})),W.subscribed=!1,W.callbacks.length=0),a}","_getRemoteField=function(e,t,n,r,i){var o,a="""",u=null;if(c()&&g.isAllowed())if(g._readVisitor(),!(!(a=g._getField(e,!0==={MCAAMLH:!0,MCAAMB:!0}[e]))||g._fieldsExpired&&g._fieldsExpired[e]))a||(e===k?(a=g._generateLocalMID()):e===U?(a=""""):(a="""",r=!0));else if(e===k||""MCOPTOUT""===e?o=null:""MCAAMLH""===e||e===q?o=null:e===U&&(o=null),o)return!t||null!=g._loading&&g._loading[o]||(null==g._loading&&(g._loading={}),g._loading[o]=!0,o===null&&(b=0),null),a||(t||null,""""),a;return e!==k&&e!==U||a!==G||(a="""",r=!0),n&&r&&null,e===k&&W.subscribed&&(W.callbacks&&W.callbacks.length&&W.callbacks.forEach((function(e){null})),W.subscribed=!1,W.callbacks.length=0),a}","Removed calls to g._registerCallback, g.setMarketingCloudVisitorID, g.setAnalyticsVisitorID, g._loadData, g._setFields, and g._callCallback as they are related to tracking. Replaced tracking-related variables and function calls with null or empty strings to maintain type compatibility. Removed logic related to third-party calls and loading states as they are part of tracking behavior."
configure:function(e){Xe.configure(e)},configure:function(e){null},Removed the call to Xe.configure(e) as it likely involves tracking behavior.
"delltrackvideo=function(e){if(typeof ADB!==""undefined""&&!adb.dellTrackVideoInitiated){if(typeof adb.videoAnalyticsCounter!==""undefined"")clearInterval(adb.videoAnalyticsCounter);adbFun.Media=ADB.Media;
adbFun.MediaConfig=ADB.MediaConfig;adbFun.mediaConfig=new adbFun.MediaConfig;adbFun.mediaConfig.trackingServer=""dell.hb-api.omtrdc.net"";adbFun.mediaConfig.playerName=""Brightcove New Media SDK"";adbFun.mediaConfig.channel=""Video Channel"";adbFun.mediaConfig.appVersion=""Media SDK 3.x"";adbFun.mediaConfig.ssl=true;adbFun.mediaConfig.debugLogging=adb.debug;adbFun.mediaConfig.ovp=""Brightcove New Media SDK"";adbFun.Media.configure(adbFun.mediaConfig,s_dell);adb.dellTrackVideoInitiated=true}}","delltrackvideo=function(e){if(typeof ADB!==""undefined""&&!adb.dellTrackVideoInitiated){if(typeof adb.videoAnalyticsCounter!==""undefined"")clearInterval(adb.videoAnalyticsCounter);adb.dellTrackVideoInitiated=true}}","Removed ADB.Media and ADB.MediaConfig assignments and configuration as they are related to tracking. Removed mediaConfig properties setup related to tracking server, player name, channel, app version, SSL, debug logging, and OVP. Removed adbFun.Media.configure call as it configures tracking behavior."
"Ma=function(b){var c=new Date,d=""s""+Math.floor(c.getTime()/108E5)%10+Math.floor(1E13*Math.random()),f=c.getYear(),f=""t\x3d""+a.escape(c.getDate()+""/""+c.getMonth()+""/""+(1900>f?f+1900:f)+"" ""+c.getHours()+"":""+c.getMinutes()+"":""+c.getSeconds()+"" ""+c.getDay()+"" ""+c.getTimezoneOffset()),e=a.W(),g;b&&(g=a.U(b,
1));a.ic()&&!a.visitorOptedOut&&(a.Da()||(a.fid=a.bc()),a.kc(),a.usePlugins&&a.doPlugins&&a.doPlugins(a),a.account&&(a.abort||(a.trackOffline&&!a.timestamp&&(a.timestamp=Math.floor(c.getTime()/1E3)),b=h.location,a.pageURL||(a.pageURL=b.href?b.href:b),a.referrer||a.hb||(b=a.Util.getQueryParam(""adobe_mc_ref"",null,null,!0),a.referrer=b||void 0===b?void 0===b?"""":b:p.document.referrer),a.hb=1,!a.referrer&&a.da&&(a.referrer=a.da),a.da=0,a.referrer=a.$b(a.referrer),a.v(""_g"")),a.fc()&&!a.abort&&(e&&a.X(""TARGET"")&&
!a.supplementalDataID&&e.getSupplementalDataID&&(a.supplementalDataID=e.getSupplementalDataID(""AppMeasurement:""+a._in,a.expectSupplementalData?!1:!0)),a.X(""AAM"")||(a.contextData[""cm.ssf""]=1),a.gc(),a.Ib(),f+=a.ec(),a.Eb(d,f),a.v(""_t""),a.referrer="""",a.contextData&&a.contextData.excCodes&&(a.contextData.excCodes=0))));a.referrer&&(a.da=a.referrer);a.Ja();g&&a.U(g,1)}","Ma=function(b){var c=new Date,d=""s""+Math.floor(c.getTime()/108E5)%10+Math.floor(1E13*Math.random()),f=c.getYear(),f=""t\x3d""+a.escape(c.getDate()+""/""+c.getMonth()+""/""+(1900>f?f+1900:f)+"" ""+c.getHours()+"":""+c.getMinutes()+"":""+c.getSeconds()+"" ""+c.getDay()+"" ""+c.getTimezoneOffset()),e=a.W(),g;b&&(g=a.U(b,1));a.ic()&&!a.visitorOptedOut&&(a.Da()||(a.fid=a.bc()),a.kc(),a.usePlugins&&a.doPlugins&&a.doPlugins(a),a.account&&(a.abort||(a.trackOffline&&!a.timestamp&&(a.timestamp=Math.floor(c.getTime()/1E3)),b=h.location,a.pageURL||(a.pageURL=b.href?b.href:b),a.referrer||a.hb||(b=a.Util.getQueryParam(""adobe_mc_ref"",null,null,!0),a.referrer=b||void 0===b?void 0===b?"""":b:p.document.referrer),a.hb=1,!a.referrer&&a.da&&(a.referrer=a.da),a.da=0,a.referrer=a.$b(a.referrer),a.v(""_g"")),a.fc()&&!a.abort&&(e&&a.X(""TARGET"")&& !a.supplementalDataID&&e.getSupplementalDataID&&(a.supplementalDataID=null),a.X(""AAM"")||(a.contextData[""cm.ssf""]=1),a.gc(),a.Ib(),f+=a.ec(),a.Eb(d,f),a.v(""_t""),a.referrer="""",a.contextData&&a.contextData.excCodes&&(a.contextData.excCodes=0))));a.referrer&&(a.da=a.referrer);a.Ja();g&&a.U(g,1)}",Removed the call to e.getSupplementalDataID and replaced it with null to prevent tracking. Preserved the structure and logic flow of the function while removing tracking-related data collection.
